id	target
237103	0.037
192948	0.131
174681	0.046
499791	0.045
341171	0.031
235996	0.091
482359	0.022
455283	0.051
332856	0.079
222006	0.312
398330	0.024
265267	0.035
577366	0.063
375854	0.017
221307	0.056
235805	0.029
148573	0.056
519244	0.09
294146	0.017
368952	0.136
589725	0.084
167039	0.251
586937	0.055
310573	0.03
442082	0.222
294173	0.048
236501	0.091
178224	0.034
192336	0.032
429664	0.176
407177	0.094
476909	0.02
515097	0.208
211664	0.073
220820	0.082
339195	0.07
402926	0.025
146943	0.042
567203	0.053
485565	0.059
432838	0.26
369765	0.602
560828	0.023
313262	0.126
318352	0.105
313317	0.167
159377	0.085
179914	0.309
234768	0.018
154699	0.129
566350	0.027
479216	0.057
293348	0.135
250680	0.063
306626	0.039
376268	0.029
194224	0.093
530978	0.107
390810	0.045
363425	0.089
344944	0.13
275412	0.155
375416	0.016
525144	0.034
174031	0.09
387131	0.018
386509	0.13
549622	0.014
282892	0.111
189339	0.171
450707	0.066
220485	0.06
222513	0.088
572493	0.462
236860	0.371
151667	0.038
243655	0.11
243934	0.025
306705	0.129
422003	0.221
300844	0.176
458112	0.025
513300	0.045
365536	0.242
399453	0.04
385353	0.128
403180	0.031
567101	0.114
292766	0.319
478023	0.13
558479	0.021
278862	0.022
490000	0.052
569171	0.082
404390	0.026
255511	0.019
569052	0.322
270841	0.116
250379	0.168
426042	0.277
379015	0.011
296305	0.007
469726	0.046
478085	0.058
429134	0.15
421569	0.393
317892	0.123
412737	0.166
404455	0.135
440645	0.331
434807	0.137
191493	0.347
215608	0.167
525076	0.07
182933	0.428
544209	0.242
562627	0.043
252576	0.045
577601	0.026
583488	0.067
367443	0.101
180612	0.026
231358	0.009
353016	0.062
372299	0.152
175275	0.101
478706	0.036
249500	0.158
430186	0.083
368979	0.101
317235	0.015
193192	0.054
214478	0.114
210904	0.026
223795	0.066
267359	0.04
401961	0.302
426712	0.03
333063	0.027
399344	0.045
422091	0.024
352129	0.019
218191	0.026
231501	0.033
338976	0.14
574427	0.06
429538	0.174
370743	0.03
448937	0.252
282382	0.037
518393	0.067
502678	0.091
453205	0.072
442566	0.061
198512	0.023
549341	0.117
384737	0.186
245590	0.1
439522	0.207
416666	0.111
165590	0.013
153079	0.013
247752	0.079
412424	0.145
362020	0.089
487495	0.152
253888	0.089
198711	0.141
485413	0.192
166741	0.114
286493	0.077
212575	0.045
322508	0.061
438974	0.154
238066	0.143
160804	0.072
590813	0.13
489176	0.225
274062	0.08
332838	0.187
197656	0.092
548977	0.077
292422	0.037
461511	0.076
528048	0.096
270615	0.021
582282	0.176
170568	0.019
570892	0.045
240044	0.199
280652	0.179
496974	0.069
216949	0.081
579665	0.02
235174	0.034
344990	0.029
213377	0.094
478157	0.235
521628	0.16
493255	0.094
256860	0.079
484323	0.022
466977	0.262
529022	0.136
447438	0.233
153402	0.018
195710	0.157
589450	0.173
527942	0.039
207749	0.055
409762	0.578
438967	0.209
543011	0.094
193869	0.132
149071	0.213
324581	0.048
315049	0.146
421065	0.196
418282	0.104
170036	0.009
446734	0.072
308546	0.224
338173	0.125
475147	0.027
483463	0.015
195958	0.024
406063	0.235
432129	0.057
218772	0.373
337991	0.014
236192	0.014
480676	0.072
445608	0.191
195426	0.213
324097	0.071
311867	0.04
535767	0.089
294019	0.203
321183	0.212
467643	0.079
427649	0.072
384044	0.027
208333	0.081
357319	0.009
286993	0.078
433292	0.037
456106	0.061
491335	0.058
545267	0.087
450348	0.164
306016	0.169
450633	0.025
333626	0.022
308648	0.091
304098	0.113
335513	0.203
486094	0.017
201728	0.08
312756	0.15
408227	0.022
377170	0.017
565714	0.072
546465	0.077
424869	0.04
574543	0.091
261675	0.186
405231	0.055
565770	0.189
584223	0.017
256666	0.06
162187	0.019
341270	0.063
460183	0.077
233234	0.052
305817	0.017
431203	0.035
580277	0.081
207641	0.042
271264	0.029
582174	0.082
210281	0.038
233461	0.01
523410	0.037
423261	0.019
192452	0.062
466866	0.092
515250	0.088
281477	0.105
478397	0.078
338414	0.072
348628	0.046
455933	0.036
537967	0.173
285197	0.096
204489	0.037
590115	0.272
205744	0.205
401820	0.018
557859	0.175
531212	0.042
272271	0.037
454255	0.176
359893	0.114
498321	0.058
458666	0.074
340913	0.045
545228	0.008
186323	0.076
338083	0.086
525768	0.021
156399	0.032
266795	0.016
363879	0.075
411503	0.014
271541	0.079
501502	0.091
174506	0.078
230718	0.007
575683	0.324
215177	0.224
374904	0.105
363385	0.125
373384	0.041
361138	0.016
567631	0.222
510765	0.18
394601	0.249
364001	0.102
391875	0.039
230076	0.104
234949	0.013
517682	0.091
498258	0.026
245035	0.041
301554	0.035
249553	0.101
165715	0.266
272040	0.168
478775	0.175
224029	0.055
549736	0.055
585467	0.203
282310	0.247
420223	0.037
340701	0.023
470591	0.072
254180	0.043
504949	0.047
432436	0.091
485615	0.08
355595	0.053
439897	0.095
498725	0.024
350395	0.163
176114	0.164
549746	0.065
147861	0.028
151726	0.105
453021	0.008
305173	0.076
302535	0.025
305269	0.022
389535	0.114
570708	0.031
518983	0.059
426504	0.07
570187	0.027
360693	0.01
338543	0.061
331670	0.159
204778	0.058
432958	0.007
512303	0.132
246869	0.016
163359	0.168
545463	0.25
530069	0.007
203315	0.02
349918	0.206
360071	0.256
150270	0.012
396001	0.075
323995	0.067
575714	0.054
553553	0.04
443427	0.031
308733	0.086
155252	0.056
404911	0.043
307764	0.053
515783	0.033
330909	0.036
197866	0.118
209324	0.442
425096	0.155
479302	0.042
546769	0.091
227385	0.038
440878	0.01
289856	0.008
373471	0.129
329391	0.077
486286	0.088
515503	0.011
360886	0.064
517665	0.029
421956	0.029
198252	0.019
343303	0.052
497327	0.039
550484	0.05
187152	0.052
585533	0.214
441526	0.011
426638	0.394
209044	0.077
452722	0.074
151565	0.019
450602	0.181
247368	0.013
195992	0.016
230023	0.079
240226	0.056
318521	0.073
320784	0.042
318432	0.055
254599	0.022
204633	0.038
180409	0.023
289274	0.061
564234	0.046
335315	0.152
207868	0.03
561378	0.269
272682	0.099
239867	0.02
516746	0.225
261597	0.056
503870	0.183
257072	0.039
424735	0.129
450782	0.03
356074	0.095
517189	0.113
259825	0.315
262499	0.026
161155	0.017
523964	0.223
317948	0.17
332618	0.084
529983	0.194
484894	0.144
242035	0.028
307120	0.156
537851	0.019
244658	0.347
256076	0.035
184747	0.079
369148	0.088
552861	0.06
480563	0.15
280799	0.057
540990	0.141
345842	0.016
219528	0.119
532338	0.03
415031	0.372
496855	0.097
188321	0.063
184882	0.184
409839	0.127
168403	0.322
496009	0.364
267921	0.03
479556	0.055
147437	0.095
395857	0.17
556234	0.026
206049	0.06
226736	0.022
204766	0.246
439743	0.175
301324	0.212
476930	0.047
529613	0.037
340010	0.109
266516	0.096
183356	0.051
226113	0.041
527789	0.027
288878	0.13
536037	0.094
565325	0.159
314868	0.022
385414	0.129
372311	0.048
329375	0.052
534772	0.116
528060	0.136
269552	0.047
302098	0.104
443277	0.205
186697	0.035
151919	0.289
230177	0.122
173124	0.195
505665	0.164
542581	0.288
195690	0.113
436353	0.067
430663	0.105
406285	0.125
161161	0.105
227778	0.014
159118	0.034
231722	0.095
586765	0.024
241943	0.212
168005	0.015
465653	0.043
233538	0.208
392449	0.206
536469	0.208
190926	0.022
333266	0.265
540797	0.162
590044	0.036
249240	0.045
563966	0.048
202234	0.104
413741	0.012
534353	0.163
537732	0.064
398744	0.015
191875	0.155
559727	0.054
491128	0.234
255201	0.053
503074	0.043
275320	0.137
452873	0.189
234571	0.143
537446	0.142
224123	0.084
353039	0.103
335075	0.306
167880	0.228
433880	0.057
374115	0.079
295911	0.101
278951	0.075
553366	0.037
324458	0.038
531573	0.243
426611	0.064
551960	0.052
539317	0.117
409198	0.139
458548	0.023
413125	0.274
492080	0.099
324066	0.011
449881	0.096
236852	0.047
361103	0.028
521113	0.042
323555	0.163
476751	0.153
393118	0.197
467773	0.02
305470	0.071
309539	0.13
195804	0.02
367823	0.05
345372	0.071
549789	0.074
589350	0.254
394177	0.083
255518	0.058
185099	0.177
333621	0.057
223135	0.099
202905	0.274
505481	0.044
199748	0.095
208214	0.163
553756	0.264
585358	0.08
338305	0.048
243091	0.07
377404	0.151
493495	0.09
583316	0.136
559850	0.047
555421	0.125
293902	0.28
484737	0.306
448506	0.235
461141	0.145
254165	0.05
436881	0.011
325758	0.085
446496	0.029
293480	0.024
403218	0.244
567386	0.147
209976	0.04
329976	0.056
356929	0.453
261039	0.058
147718	0.042
472129	0.043
180288	0.191
329315	0.076
483859	0.072
479882	0.242
566788	0.249
265986	0.147
228548	0.176
362728	0.259
409382	0.102
157462	0.076
368412	0.263
356253	0.146
230766	0.0220479082321
481897	0.07
161298	0.155
220787	0.068
275622	0.109
423314	0.036
565157	0.137
368257	0.072
570229	0.188
300411	0.025
374764	0.02
243358	0.048
175266	0.079
575336	0.055
238184	0.078
238417	0.071
510618	0.048
548395	0.048
404158	0.044
244985	0.094
400585	0.033
459443	0.042
586666	0.049
485311	0.075
193432	0.014
274975	0.063
381921	0.08
241939	0.026
181447	0.181
294835	0.134
477691	0.025
428860	0.286
192746	0.28
348188	0.416
160050	0.088
528419	0.096
554057	0.06
387816	0.066
241609	0.122
513094	0.135
497821	0.236
244705	0.155
180919	0.061
566924	0.068
255148	0.112
148746	0.047
424201	0.159
265007	0.317
346057	0.055
517462	0.012
189949	0.021
253004	0.025
449592	0.116
253386	0.014
430460	0.045
161132	0.082
236944	0.132
373724	0.044
549847	0.038
317617	0.436
378624	0.127
271713	0.015
559873	0.031
379967	0.001
247786	0.094
227438	0.086
262534	0.381
560917	0.03
484352	0.057
296282	0.085
575447	0.126
411883	0.027
224227	0.035
169966	0.094
582258	0.168
319977	0.201
562282	0.061
160611	0.052
546163	0.07
548862	0.04
480224	0.109
540034	0.033
491227	0.034
354775	0.334
514115	0.238
469981	0.044
361194	0.031
190779	0.091
305397	0.067
235012	0.086
522104	0.2
488234	0.036
544543	0.049
270890	0.036
287881	0.066
432128	0.029
312600	0.118
398218	0.112
509331	0.162
234563	0.232
589025	0.156
238523	0.074
411023	0.016
541571	0.13
249885	0.042
396938	0.03
556829	0.135
239754	0.128
553775	0.095
584431	0.202
151506	0.031
260027	0.368
322604	0.065
446862	0.022
301011	0.101
443883	0.015
489357	0.09
416585	0.152
481200	0.111
242804	0.064
430258	0.024
356404	0.023
499901	0.116
582097	0.006
553936	0.11
460625	0.042
292899	0.153
503550	0.014
438925	0.01
304667	0.05
568322	0.059
220019	0.335
203001	0.011
362860	0.072
435723	0.008
356567	0.229
439890	0.327
267943	0.239
298296	0.093
282252	0.038
386717	0.108
215942	0.172
264461	0.065
358564	0.094
525095	0.041
336668	0.021
457573	0.011
304280	0.038
256317	0.144
463840	0.085
546612	0.039
576205	0.03
353497	0.09
517940	0.195
371024	0.04
446972	0.241
544049	0.262
333390	0.086
394795	0.039
390316	0.185
178708	0.025
214842	0.046
446762	0.032
582445	0.355
261838	0.242
590690	0.116
585308	0.11
192558	0.024
297965	0.175
515919	0.026
428940	0.154
575379	0.057
570986	0.15
317290	0.48
386974	0.025
284358	0.031
526189	0.051
146871	0.267
509351	0.133
362199	0.139
507657	0.241
344222	0.21
363384	0.083
178391	0.028
577055	0.174
277292	0.035
466791	0.042
516719	0.046
345249	0.029
230126	0.122
367108	0.026
187381	0.119
361218	0.278
169886	0.125
151663	0.192
514042	0.192
561324	0.076
466361	0.051
289753	0.133
272464	0.113
510605	0.371
147852	0.114
487577	0.092
530433	0.029
439638	0.108
185619	0.05
161200	0.037
557109	0.052
360897	0.063
377476	0.084
182722	0.087
544322	0.25
228795	0.021
492975	0.11
484444	0.059
409556	0.061
261578	0.35
178602	0.031
489385	0.061
474285	0.073
201559	0.109
178297	0.182
471175	0.223
151024	0.705
340755	0.182
340430	0.098
522117	0.037
370884	0.154
494058	0.169
297160	0.051
365866	0.099
494123	0.025
499362	0.105
514800	0.061
328267	0.06
431463	0.036
239269	0.17
460155	0.049
264613	0.018
574112	0.13
562313	0.061
448114	0.138
389252	0.275
310825	0.017
218028	0.057
241026	0.018
264055	0.316
293342	0.008
283135	0.057
420978	0.034
259619	0.079
337572	0.079
251666	0.283
418661	0.108
544242	0.208
319183	0.058
556602	0.059
570143	0.031
367541	0.028
367516	0.408
194894	0.061
415346	0.224
260843	0.047
419403	0.041
525765	0.049
321317	0.038
493389	0.025
218698	0.071
329099	0.027
445904	0.212
580420	0.055
517827	0.02
215705	0.093
161485	0.047
417021	0.015
481181	0.037
242162	0.225
529050	0.122
494527	0.012
213821	0.064
518807	0.053
246916	0.099
393579	0.04
191108	0.046
155692	0.05
240918	0.078
212294	0.024
391177	0.059
275369	0.236
508130	0.084
572454	0.051
492406	0.103
222414	0.19
534274	0.053
393301	0.071
469135	0.041
345722	0.206
563427	0.061
302832	0.021
477511	0.1
537745	0.058
372876	0.054
254508	0.203
172599	0.261
541085	0.036
300409	0.024
393160	0.101
157730	0.224
493113	0.032
389910	0.123
412326	0.041
311643	0.02
365920	0.133
532940	0.687
341825	0.145
556664	0.093
240314	0.013
539254	0.153
353945	0.364
332332	0.096
539170	0.006
352046	0.165
181091	0.01
204656	0.291
324959	0.119
415334	0.078
221287	0.037
223271	0.029
573195	0.016
281638	0.024
361621	0.037
265687	0.089
390585	0.028
427465	0.024
462627	0.034
546347	0.066
421582	0.227
203891	0.03
567174	0.014
570487	0.129
498425	0.039
231955	0.029
530556	0.086
546621	0.153
275340	0.192
379664	0.056
215519	0.16
442595	0.121
566250	0.022
442798	0.107
379732	0.014
182476	0.045
518103	0.056
384520	0.07
157214	0.018
410818	0.043
520105	0.079
401028	0.119
525258	0.031
387758	0.041
547143	0.039
369114	0.244
308259	0.072
361368	0.189
262095	0.09
290170	0.163
385659	0.079
193254	0.289
275563	0.013
277310	0.113
282825	0.119
375502	0.252
501703	0.039
241116	0.02
316628	0.032
260847	0.039
165411	0.122
540882	0.033
321588	0.071
521818	0.04
587709	0.058
371847	0.3
300124	0.037
455248	0.037
579927	0.217
523558	0.005
186392	0.026
409444	0.074
488791	0.006
358715	0.122
212675	0.228
239477	0.122
306916	0.087
360803	0.061
412642	0.019
262862	0.025
360261	0.064
305981	0.102
265365	0.011
325706	0.254
468595	0.042
391203	0.143
152789	0.073
443995	0.14
241603	0.236
565072	0.033
518658	0.126
449245	0.052
460909	0.069
522398	0.34
222167	0.056
274497	0.051
187473	0.049
408059	0.034
275693	0.107
315667	0.246
243591	0.012
364564	0.026
565352	0.281
272391	0.222
369721	0.055
188888	0.097
270442	0.188
251037	0.233
340505	0.359
372052	0.132
314861	0.229
253016	0.048
505480	0.15
572323	0.055
218027	0.011
538102	0.101
178594	0.148
422918	0.012
177939	0.126
542471	0.108
521811	0.022
245069	0.04
400756	0.091
308677	0.065
246680	0.03
510151	0.221
297451	0.028
496202	0.087
153191	0.074
345456	0.096
417518	0.11
569110	0.103
272028	0.033
321805	0.278
305073	0.135
546569	0.066
189710	0.044
173006	0.057
350148	0.08
586865	0.13
385597	0.321
373264	0.014
270208	0.093
232824	0.246
295615	0.019
504467	0.078
173659	0.034
212894	0.039
304758	0.046
500781	0.082
203080	0.178
452627	0.244
446246	0.092
262653	0.046
585723	0.066
481566	0.01
462136	0.201
380321	0.054
183723	0.11
472838	0.102
580147	0.391
254285	0.024
534101	0.232
399598	0.038
495320	0.113
366682	0.067
228848	0.15
550923	0.06
209996	0.351
488437	0.063
187990	0.222
572071	0.028
552779	0.036
575422	0.253
201939	0.03
302658	0.322
507512	0.005
259456	0.114
453448	0.075
333169	0.144
207984	0.235
449748	0.004
219308	0.048
485944	0.226
241702	0.013
470330	0.192
338815	0.029
445698	0.108
430938	0.026
457486	0.029
203163	0.04
352859	0.091
468343	0.01
321791	0.032
415241	0.127
563031	0.195
337813	0.019
518711	0.194
555831	0.131
347830	0.099
326493	0.212
203035	0.061
527786	0.027
497491	0.027
278693	0.068
296662	0.063
402877	0.064
256269	0.081
552285	0.104
311723	0.04
394997	0.166
362431	0.075
153347	0.14
553663	0.013
504028	0.095
360847	0.373
551874	0.091
304131	0.057
372357	0.196
269826	0.166
341448	0.018
461246	0.26
230721	0.013
313247	0.327
333521	0.037
333429	0.083
396214	0.205
555991	0.03
564694	0.036
388722	0.118
482317	0.07
429008	0.076
217155	0.212
200901	0.102
565653	0.216
158606	0.037
339051	0.028
545106	0.037
302106	0.02
325293	0.049
251045	0.13
263613	0.056
547310	0.028
455865	0.017
446923	0.036
506339	0.007
552918	0.194
278950	0.366
554887	0.058
494435	0.037
549398	0.018
564900	0.194
537068	0.03
191539	0.028
500671	0.053
231739	0.192
374586	0.106
354148	0.1
418658	0.144
567053	0.186
532028	0.277
163570	0.034
250312	0.046
319074	0.162
496351	0.031
245228	0.041
209175	0.01
186302	0.022
376370	0.028
574363	0.216
505989	0.071
188843	0.051
298603	0.077
453676	0.171
226568	0.028
434034	0.049
344921	0.041
574285	0.229
293185	0.09
152831	0.055
532108	0.219
259993	0.01
571017	0.036
470768	0.023
442801	0.015
184481	0.04
182355	0.116
471319	0.449
363196	0.102
476154	0.145
572305	0.122
420174	0.086
566169	0.149
265243	0.203
182284	0.057
184444	0.269
260439	0.026
338647	0.219
371694	0.012
257692	0.027
286705	0.112
543460	0.134
227733	0.047
243768	0.06
233060	0.233
469286	0.029
413990	0.121
507051	0.073
539191	0.013
244048	0.115
567062	0.055
445579	0.087
356138	0.038
492791	0.064
526819	0.232
400845	0.17
481171	0.034
448059	0.11
483105	0.324
291636	0.094
387905	0.18
488925	0.094
368525	0.022
257726	0.288
385693	0.018
213068	0.032
508927	0.022
426226	0.15
551148	0.056
204793	0.422
221963	0.023
221742	0.155
397239	0.09
158298	0.1
282897	0.075
492325	0.113
249336	0.278
325621	0.077
448439	0.045
332484	0.024
194167	0.028
289786	0.044
517381	0.076
168123	0.086
190891	0.096
198619	0.033
181082	0.039
362592	0.408
508799	0.163
459567	0.368
342030	0.052
255203	0.046
329054	0.443
453150	0.014
157495	0.068
428794	0.017
509632	0.034
539139	0.015
354231	0.023
147688	0.155
264567	0.026
339334	0.06
417464	0.098
429419	0.033
169728	0.022
226826	0.215
503642	0.026
394185	0.016
333649	0.076
323095	0.069
211533	0.027
588828	0.116
467841	0.069
418867	0.005
196170	0.06
370354	0.039
444777	0.014
345918	0.011
171871	0.032
459675	0.014
546176	0.031
483829	0.075
584922	0.032
172224	0.048
444666	0.037
190033	0.424
417123	0.042
290099	0.021
322554	0.156
282101	0.1
410664	0.105
528725	0.226
354064	0.011
551781	0.05
172886	0.14
556242	0.136
171608	0.182
316205	0.172
214152	0.085
517701	0.174
326616	0.029
320057	0.089
374729	0.019
270553	0.103
395521	0.133
464747	0.069
373719	0.087
409294	0.194
377034	0.295
318990	0.055
436546	0.127
405580	0.081
420064	0.059
444703	0.061
224891	0.108
188469	0.051
469030	0.046
160829	0.063
175736	0.173
423801	0.039
255568	0.023
554239	0.101
235161	0.224
500956	0.048
324086	0.107
496485	0.433
486500	0.062
230855	0.241
429871	0.022
478380	0.041
157708	0.052
204262	0.286
292752	0.036
371708	0.128
266702	0.015
188010	0.14
446401	0.085
325324	0.017
361235	0.14
193391	0.088
401601	0.329
193438	0.309
478480	0.448
539322	0.022
435742	0.061
274470	0.19
267546	0.053
154578	0.448
441316	0.044
364712	0.09
479464	0.153
561772	0.042
255253	0.089
411125	0.023
508218	0.078
164074	0.024
550692	0.037
177732	0.022
183009	0.029
362723	0.087
485959	0.122
379057	0.027
496595	0.021
277721	0.163
585743	0.052
507817	0.114
467728	0.092
527705	0.053
196158	0.143
510528	0.068
311410	0.034
479073	0.251
515924	0.174
389328	0.165
422220	0.254
423969	0.212
555656	0.193
499410	0.061
199089	0.026
380902	0.194
488663	0.164
378357	0.045
419442	0.113
519042	0.103
191484	0.049
251076	0.013
160970	0.396
165953	0.023
225214	0.013
569706	0.068
388043	0.192
307388	0.089
550034	0.025
242031	0.097
553380	0.075
579356	0.038
435760	0.037
541368	0.105
558980	0.072
377172	0.287
292657	0.232
539931	0.05
393834	0.08
518788	0.102
348347	0.033
572827	0.146
412166	0.161
289027	0.164
570438	0.035
380152	0.072
352216	0.051
366750	0.04
292092	0.119
317794	0.146
370055	0.02
369514	0.125
186940	0.031
237596	0.024
260576	0.069
401102	0.026
172130	0.1
433209	0.357
175176	0.144
203350	0.027
456145	0.099
273112	0.148
435018	0.023
315488	0.05
207978	0.038
484592	0.169
259013	0.106
350023	0.301
249603	0.243
373141	0.059
182026	0.028
536595	0.061
536358	0.057
417179	0.15
550567	0.059
340643	0.023
234428	0.17
566559	0.187
449470	0.024
150736	0.273
391730	0.062
270827	0.063
470857	0.041
568255	0.186
292220	0.126
240195	0.098
320809	0.019
365503	0.12
507398	0.103
203526	0.155
160171	0.041
280281	0.038
373918	0.039
342318	0.234
225301	0.03
190443	0.235
478946	0.11
237590	0.061
552280	0.241
395922	0.03
472679	0.032
277838	0.017
401749	0.024
244544	0.045
341138	0.101
193069	0.112
374976	0.074
361104	0.11
493732	0.028
326041	0.114
307041	0.022
161126	0.056
161265	0.044
210746	0.053
359986	0.055
212140	0.122
280592	0.108
543744	0.077
398424	0.007
214278	0.036
177400	0.186
262285	0.068
219914	0.128
281912	0.03
296183	0.089
391299	0.121
494751	0.146
473589	0.26
314729	0.051
215973	0.054
262491	0.235
468968	0.064
335933	0.036
361169	0.159
345996	0.354666666667
389565	0.022
295032	0.045
231124	0.062
495361	0.213
356022	0.072
512779	0.106
356666	0.061
432979	0.103
319607	0.055
373362	0.097
525995	0.031
190699	0.287
359597	0.073
495752	0.027
174551	0.072
564217	0.226
359377	0.085
562034	0.244
469221	0.035
378346	0.064
437603	0.04
379456	0.027
454592	0.051
251170	0.089
402247	0.102
200873	0.026
313572	0.066
478872	0.117
167637	0.082
471045	0.015
546287	0.07
259520	0.055
169599	0.012
208823	0.059
588680	0.161
563601	0.099
184226	0.204
225232	0.097
359811	0.207
563580	0.031
278578	0.097
478398	0.35
280130	0.021
151265	0.024
198200	0.259
546272	0.046
360866	0.098
379212	0.052
415374	0.033
204902	0.051
149230	0.063
502106	0.024
244892	0.083
507428	0.109
440342	0.361
258797	0.027
239824	0.014
493802	0.04
160517	0.058
149290	0.156
292152	0.032
573511	0.039
558640	0.049
288426	0.208
227569	0.026
424700	0.044
343862	0.03
312766	0.276
255468	0.039
403033	0.146
194568	0.062
409701	0.105
421511	0.101
156586	0.041
349566	0.027
327997	0.085
579935	0.064
523358	0.042
495600	0.033
508818	0.056
175416	0.054
432192	0.171
534868	0.137
426784	0.054
253744	0.07
514205	0.133
474472	0.015
431278	0.048
306652	0.182
454972	0.04
491970	0.178
588277	0.036
396293	0.151
401600	0.19
148629	0.101
516117	0.249
366398	0.101
401172	0.112
574529	0.17
324162	0.091
543719	0.089
148072	0.033
589482	0.038
575282	0.039
519167	0.044
252746	0.051
416048	0.026
280011	0.021
363565	0.141
383424	0.177
349637	0.673
359741	0.079
555585	0.177
450212	0.238
578516	0.149
461124	0.015
514630	0.013
160576	0.016
438877	0.327
281421	0.07
248123	0.125
356038	0.335
169045	0.264
401719	0.021
505845	0.066
221621	0.202
500874	0.006
374406	0.074
167606	0.045
373505	0.272
485974	0.041
206171	0.009
507914	0.09
425407	0.062
286985	0.43
252714	0.199
321469	0.109
162395	0.292
220018	0.1
507704	0.106
442151	0.206
295039	0.032
206396	0.291
